-1:26:49 | Aggressive Quack: Are bear is dedicated
-48:07 | Jackku Chan: I wonder what the stream is about!
-42:39 | BasedBug: /YAH/
-33:44 | Margrave: I sense a April fools prank..
-32:02 | Tachi: Yah
-21:46 | Lichzim The Great: yah
-21:34 | Momiji Channel: 待機Yah 
-19:52 | Stray Wolf: yah
-19:31 | AH-64D: yah
-18:46 | XeniVari: yah
-17:29 | Voltage: yah
-17:00 | Voltage: shes back at 1.9 k now
-16:39 | Voltage: anyone if you havent subscribed please do!
-15:26 | murloc4252884: yah
-15:25 | A A: Drops are normal for sub counts. She'll be back soon.
-14:13 | EvilBetty: yah
-13:54 | Sheep: yaaaaah
-13:23 | Voltage: ok a a thanks for the clarification!
-13:19 | Tianfang's Adventures: yah
-13:04 | Voltage: 🍀🐻‍❄️🍀🐻‍❄️🍀🍀🍀🍀🍀🐻‍❄️🍀🐻‍❄️
-12:57 | A A: yah
-12:16 | RBZE7: So how many people did you coerce into becoming Bea's dads ? about 5 here
-12:13 | Sunspots: yah
-11:37 | hohoemikuma: yah
-11:13 | Peer: 🍀🐻‍❄
-10:38 | Hanabi: yah
-9:17 | Tachi: yah
-9:02 | Megiddo: yah
-7:29 | Aggressive Quack: Yah 💪
-6:40 | Shippo: yah!
-6:19 | Shippo: calling it now, it's going to be prima aprilis sister guest episode
-5:49 | Jackku Chan: Yah!
-5:37 | Moon Runes: yah
-5:12 | Moon Runes: 🐻
-4:38 | Tachi: yah
-4:23 | TomHate: yah
-4:17 | Ikxi: yah
-4:14 | Voltage: sister episode or smash bros?
-2:11 | Voltage: 🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️🍀🐻‍❄️
-1:45 | Ikxi: kuma kuma kuma bear
-1:27 | Vitz: 待機
-1:00 | Aggressive Quack: 🍀 🐻‍❄ 💪
-0:39 | BasedBug: /YAH/
-0:18 | hohoemikuma: yah?
-0:09 | WizJR W: yah
-0:03 | Peer: yah
-0:00 | Megiddo: no recent Ttweet, I'm betting still asleep
0:09 | WizJR W: yah..
0:10 | Verijero: kek
0:10 | Sunspots: hibernation
0:10 | hohoemikuma: !?
0:11 | Megiddo: Ohadayo~
0:14 | BasedBug: OH GOD
0:15 | ThatVidyaGuy: oh? oh...
0:15 | thelastshinobi56: NANI
0:15 | Megiddo: doge
0:17 | hohoemikuma: DOGGO YABAI
0:20 | Mister Eko: I knew she was a dog
0:21 | Tachi: ??????
0:21 | Aggressive Quack: OH GOD
0:21 | Patchpon: lmao
0:24 | Kyle: Uh?
0:24 | Rye Mountain: OH NO DOG
0:26 | BasedBug: WHAT IS THIS
0:27 | CommanderMichael: aaaaaaah
0:27 | Hanabi: yabai
0:27 | thelastshinobi56: Shiba Inu
0:28 | Raziel: The doggo!
0:31 | AH-64D: DOGE
0:32 | Suukotto Funsha: wut
0:33 | gyroninja: !?
0:33 | stuffed idiot: She became what she hates most
0:34 | Ikxi: LOL
0:34 | david johnston: oh no a dog has taken over!
0:34 | thelastshinobi56: Ohadayo
0:35 | Momiji Channel: ok
0:35 | Tachi: Lmao
0:36 | BasedBug: WHAT HAPPENED TO BEATANI
0:37 | Aggressive Quack: DADS ITS A DOG, SHES BEEN ATTACKED
0:40 | hohoemikuma: noooo
0:40 | Sheep: bro ahaha
0:41 | Kyle: What have you done with our Beatani!?
0:42 | Nasty Yukari: /raff/
0:46 | RBZE7: KINO
0:46 | CommanderMichael: INTRUDER ALERT
0:46 | Nicholas Amato: Dogecoin shooting up rn
0:46 | ThatVidyaGuy: Where has my daughter gone?
0:47 | Jackku Chan: Ooooooooooooooo
0:48 | Sunspots: Did it kill our daugther?!
0:51 | BasedBug: WHAT DID YOU DO TO THE BEAR
0:51 | Rye Mountain: WHAT HAVE YOU DONE TO BEATANI?
0:51 | Jackku Chan: DOG ATE BEATANI AAAA
0:52 | Ikxi: shibatani
0:53 | thelastshinobi56: I thought you hate dogs lmao
0:54 | Nasty Yukari: nice to meet you!
0:56 | Margrave: !?!?
0:56 | Megiddo: who let the dog on the XP hill?
0:58 | hohoemikuma: YAMEROO
1:00 | A A: What's your name?
1:01 | XeniVari: Hello!
1:02 | Peer: ауф
1:04 | Tachi: Shibatani
1:06 | BasedBug: I'M GOOD DOG BUT WHAT
1:06 | CommanderMichael: enemy spotted!
1:13 | Ikxi: dogetani
1:16 | Margrave: Who let this dog in here?!
1:21 | Kyle: The doge can wink!
1:22 | RBZE7: I can't believe my daughter got eaten by a doge 😞
1:26 | BasedBug: Y-yah?
1:29 | CommanderMichael: oh i get it because it's april haha
1:38 | thelastshinobi56: yah
1:38 | hohoemikuma: yah
1:40 | Megiddo: niku
1:42 | Kofi: 29
1:44 | CommanderMichael: yah
1:44 | ThatVidyaGuy: Yah
1:45 | Hanabi: well now I know, and knowing is half the battle
1:48 | Tachi: Meat day
1:48 | XeniVari: yah
1:55 | Ikxi: meat
1:57 | Sunspots: bear meat! I get it
1:57 | Ikxi: niku
1:57 | imalittle cupcake: Ohadayooo
1:58 | BasedBug: NI KU
2:00 | Verijero: ni = 2 ok
2:04 | Nasty Yukari: futatsu kyuu? I don't get it
2:05 | Jackku Chan: But I eat meat every day
2:06 | ニヴィNivi the salmon: Hii
2:14 | thelastshinobi56: Is this Chihiro? 
2:15 | stuffed idiot: I can hear beatani trying to escape
2:15 | hohoemikuma: wakarimasu 🦒
2:18 | Megiddo: so... dog meet?
2:20 | WizJR W: 私は 犬
2:27 | BasedBug: What kind of meat?
2:27 | Ikxi: beans?
2:28 | Mister Eko: Nice to niku you
2:40 | Raziel: Sir this is a Wendy's drivethrough
2:43 | Aggressive Quack: Meat day? oh god did you eat are daughter?
2:49 | Moon Runes: lol
2:50 | CommanderMichael: nice day
2:51 | Megiddo: Happy April 1st to you as well doge
2:52 | Jackku Chan: Wow 50% off!
2:52 | Tachi: Nice
2:52 | Tianfang's Adventures: yah
2:54 | Verijero: discounted meat? what a dilemma
2:55 | BasedBug: I'm laughing like an idiot right now
2:55 | Hanabi: if 29 is meat day then when is neet day?
2:56 | WizJR W: april fooled
3:02 | Nasty Yukari: understandable have a nice day
3:03 | Idle Bear: lol!
3:06 | Voltage: doge bear
3:09 | D3bugged: hello
3:09 | Anakincho: That's Haram!
3:10 | hohoemikuma: hotpot time?
3:19 | hohoemikuma: bbq time?
3:21 | Glave-San: Whoa, a cute and funny Doge
3:23 | Ikxi: dogetani is great!
3:26 | thelastshinobi56: cooking stream?
3:27 | Nasty Yukari: binge eating time?
3:27 | Shippo: scary doge
3:28 | Sunspots: vegans btfo
3:30 | Raziel: rip and tear until it is done doge
3:32 | Verijero: cooking stream?
3:33 | BasedBug: Ohhh dog cooking show!
3:36 | Ikxi: eat the meat before it expires
3:38 | Jackku Chan: Mmm munch munch
3:38 | Voltage: cute and funny doge
3:41 | CommanderMichael: ahahaha, yah food report
3:45 | OverMagnet: eh?
3:46 | Voltage: food review
3:48 | Meneltir: Doge food review
3:54 | BasedBug: CUTE AND FUNNY DOGE
3:54 | Glave-San: Dogtani
4:03 | Aggressive Quack: Cute and funny doge doing a meat report
4:05 | Nasty Yukari: who wan wan in here?
4:06 | Jackku Chan: He's one hungry boy!
4:08 | pakkanen: Good morning Beatani
4:08 | CommanderMichael: careful, this doge might bite
4:11 | BasedBug: Raw pork? Surely you should cook it?
4:15 | Anakincho: Oh my god, Doge? Doge!
4:17 | Anakincho: hehe
4:29 | Jackku Chan: He loves it!
4:32 | thelastshinobi56: Shonen protagonists be like
4:33 | Ikxi: this is great
4:34 | Kemonomimi: lol
4:34 | TomHate: wtf
4:39 | Anakincho: nice Pog
4:41 | Ark K.: ohadayoo
4:41 | Jackku Chan: But doge, you're supposed to remove it from the packaging...
4:48 | Raziel: The Doge is big on pig!
4:50 | Aggressive Quack: Welp dads it looks like we have a doge now
4:53 | BasedBug: Beatani been real quiet since the dog started streaming
4:54 | CommanderMichael: >doge eating pork
4:55 | hohoemikuma: !!
5:01 | Jackku Chan: Oh god he's turning feral
5:02 | Verijero: something is wrong with my cat
5:04 | sp33d4l0l: there's no way this is Beatani, there was no peropero
5:04 | Voltage: pork taste review?
5:06 | Ark K.: who is this dog? where's my beatani?
5:07 | BasedBug: So is this dog our.. daughter? Son?
5:08 | ThatVidyaGuy: Weredog-Beatani
5:10 | scoutgamerfin: c-cute sounds
5:16 | Megiddo: steeeeeak
5:19 | Voltage: daughter doge
